SCH_NAME_ST_NUM,COMBOKEY,LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,JJ,SCH_GRADE_PS,SCH_GRADE_KG,SCH_GRADE_G01,SCH_GRADE_G02,SCH_GRADE_G03,SCH_GRADE_G04,SCH_GRADE_G05,SCH_GRADE_G06,SCH_GRADE_G07,SCH_GRADE_G08,SCH_GRADE_G09,SCH_GRADE_G10,SCH_GRADE_G11,SCH_GRADE_G12,SCH_GRADE_UG,SCH_UGDETAIL_HS,SCH_STATUS_SPED,SCH_STATUS_MAGNET,SCH_STATUS_CHARTER,SCH_STATUS_ALT,SCH_ENR_HI_M,SCH_ENR_HI_F,SCH_ENR_AM_M,SCH_ENR_AM_F,SCH_ENR_AS_M,SCH_ENR_AS_F,SCH_ENR_HP_M,SCH_ENR_HP_F,SCH_ENR_BL_M,SCH_ENR_BL_F,SCH_ENR_WH_M,SCH_ENR_WH_F,SCH_ENR_TR_M,SCH_ENR_TR_F,TOT_ENR_M,TOT_ENR_F,SCH_ENR_LEP_M,SCH_ENR_LEP_F,SCH_ENR_IDEA_M,SCH_ENR_IDEA_F,SCH_DUAL_IND,SCH_DUALENR_HI_M,SCH_DUALENR_HI_F,SCH_DUALENR_AM_M,SCH_DUALENR_AM_F,SCH_DUALENR_AS_M,SCH_DUALENR_AS_F,SCH_DUALENR_HP_M,SCH_DUALENR_HP_F,SCH_DUALENR_BL_M,SCH_DUALENR_BL_F,SCH_DUALENR_WH_M,SCH_DUALENR_WH_F,SCH_DUALENR_TR_M,SCH_DUALENR_TR_F,TOT_DUALENR_M,TOT_DUALENR_F,SCH_DUALENR_LEP_M,SCH_DUALENR_LEP_F,SCH_DUALENR_IDEA_M,SCH_DUALENR_IDEA_F,SCH_APENR_IND,SCH_APENR_HI_M,SCH_APENR_HI_F,SCH_APENR_AM_M,SCH_APENR_AM_F,SCH_APENR_AS_M,SCH_APENR_AS_F,SCH_APENR_HP_M,SCH_APENR_HP_F,SCH_APENR_BL_M,SCH_APENR_BL_F,SCH_APENR_WH_M,SCH_APENR_WH_F,SCH_APENR_TR_M,SCH_APENR_TR_F,TOT_APENR_M,TOT_APENR_F,SCH_APENR_LEP_M,SCH_APENR_LEP_F,SCH_APENR_IDEA_M,SCH_APENR_IDEA_F,SCH_IBENR_IND,SCH_IBENR_HI_M,SCH_IBENR_HI_F,SCH_IBENR_AM_M,SCH_IBENR_AM_F,SCH_IBENR_AS_M,SCH_IBENR_AS_F,SCH_IBENR_HP_M,SCH_IBENR_HP_F,SCH_IBENR_BL_M,SCH_IBENR_BL_F,SCH_IBENR_WH_M,SCH_IBENR_WH_F,SCH_IBENR_TR_M,SCH_IBENR_TR_F,TOT_IBENR_M,TOT_IBENR_F,SCH_IBENR_LEP_M,SCH_IBENR_LEP_F,SCH_IBENR_IDEA_M,SCH_IBENR_IDEA_F,TITLEI,STABR,SCH_TYPE_TEXT,SCH_TYPE,LEVEL,VIRTUAL,GSLO,GSHI,NMCNTY15,LOCALE15,LAT1516,LON1516,Low_Grade_Above9,High_Grade_12,combokey,TITLEI_,LEAID_,LEA_NAME_,STABR_,SCHID_,SCH_NAME_,SCH_TYPE_TEXT_,SCH_TYPE_,LEVEL_,VIRTUAL_,GSLO_,GSHI_,NMCNTY15_,LOCALE15_,LAT1516_,LON1516_
universal academy - irvingTX,='480007013179',TX,TEXAS,4800070,UNIVERSAL ACADEMY,13179,universal academy - irving,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,251,281,2,2,8,17,0,0,83,86,2,5,14,5,360,396,179,167,16,10,Yes,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
up academy bostonMA,='250279099998',MA,MASSACHUSETTS,2502790,Boston,99998,up academy boston,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-9,No,No,No,No,80,86,0,2,14,17,0,2,140,98,11,26,2,8,247,239,44,35,64,37,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,No,,,,,,,,,,,,,,,,,
utica academy for international studiesMI,='263447099999',MI,MICHIGAN,2634470,Utica Community Schools,99999,utica academy for international studies,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,2,0,0,14,20,2,2,2,5,95,209,2,2,117,240,0,2,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Yes,0,0,0,0,5,8,2,0,0,2,23,65,2,2,32,77,0,0,0,0,Yes,2,2,0,0,14,20,2,2,2,5,95,209,2,2,117,240,0,2,2,0,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
valiant academy desd southernCA,='06CC41400001',CA,CALIFORNIA,06CC414,Valiant Academy DESD Southern,1,valiant academy desd southern,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,5,2,0,0,2,2,0,0,5,2,5,5,0,0,17,11,5,2,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
valiant academy of los angelesCA,='06CC41300001',CA,CALIFORNIA,06CC413,Valiant Academy of Los Angeles,1,valiant academy of los angeles,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,0,2,0,0,2,2,0,0,2,2,8,8,0,0,12,14,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
vbhs freshman academyAR,='051341099998',AR,ARKANSAS,513410,VAN BUREN SCHOOL DISTRICT,99998,vbhs freshman academy,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-9,No,No,No,No,41,38,5,5,8,2,0,0,8,5,170,146,17,14,249,210,14,14,25,13,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,No,,,,,,,,,,,,,,,,,
ventura adult and continuing educationCA,='064098012592',CA,CALIFORNIA,640980,Ventura Unified,12592,ventura adult and continuing education,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,29,23,0,0,0,2,0,0,2,2,41,41,0,0,72,68,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No,,,,,,,,,,,,,,,,,
venture academy-meriden school districtCT,='090240001896',CT,CONNECTICUT,902400,MERIDEN SCHOOL DISTRICT,1896,venture academy-meriden school district,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,17,2,0,0,0,0,0,0,11,2,2,2,2,2,32,8,5,2,34,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
vernon county better futures high schoolWI,='551641099999',WI,WISCONSIN,5516410,Westby Area School District,99999,vernon county better futures high school,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,Yes,,,,,,,,,,,,,,,,,
vp-techNY,='368042099998',NY,NEW YORK,3680420,HERKIMER-FULTON-HAMILTON-OTSEGO BOCES,99998,vp-tech,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,0,0,23,11,0,2,23,13,0,0,4,-2,Yes,0,0,0,0,0,0,0,0,0,0,23,11,0,2,23,13,0,0,2,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,No,,,,,,,,,,,,,,,,,
w.e.b. dubois public charterCA,='06CC39899999',CA,CALIFORNIA,06CC398,W. E. B. DuBois Public Charter,99999,w.e.b. dubois public charter,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,155,143,2,2,5,11,0,0,41,38,5,11,0,0,208,205,62,50,16,10,Yes,2,2,0,0,0,0,0,0,2,2,0,0,0,0,4,4,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
wake robin schoolOR,='410003301827',OR,OREGON,4100033,Linn Benton Lincoln ESD,1827,wake robin school,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,2,0,0,0,0,0,0,0,0,2,8,0,0,4,10,0,0,-2,4,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
wesley spectrum high school - whitehallPA,='421896099991',PA,PENNSYLVANIA,4218960,Peters Township SD,99991,wesley spectrum high school - whitehall,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,No,,,,,,,,,,,,,,,,,
west end academyGA,='130012002799',GA,GEORGIA,1300120,Atlanta Public Schools,2799,west end academy,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,-9,No,No,No,No,5,5,0,0,0,0,0,0,50,38,0,0,0,0,55,43,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
westfield achievement schoolOH,='390449005835',OH,OHIO,3904490,Toledo City,5835,westfield achievement school,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,5,2,0,0,0,0,0,0,83,20,26,5,5,2,119,29,0,0,103,22,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
westport junior/senior high schoolMA,='251278099999',MA,MASSACHUSETTS,2512780,Westport Community Schools,99999,westport junior/senior high school,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,11,8,0,2,5,5,2,0,2,2,293,230,5,5,318,252,2,2,67,22,Yes,0,0,0,0,0,0,0,0,0,0,8,2,0,0,8,2,0,0,0,0,Yes,0,0,0,0,0,0,0,0,2,0,20,47,0,0,22,47,0,0,0,0,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
whitmore lake early childhoodMI,='263633001918',MI,MICHIGAN,2636330,Whitmore Lake Public School District,1918,whitmore lake early childhood,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,2,2,0,0,0,0,0,0,2,26,23,2,2,30,29,0,0,7,4,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
william ford career-tech centerMI,='260001500768',MI,MICHIGAN,2600015,Wayne-Westland Community School District,768,william ford career-tech center,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,0,0,0,0,0,0,0,2,0,5,5,0,0,7,5,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
william s. hutchings career centerGA,='130042002477',GA,GEORGIA,1300420,Bibb County,2477,william s. hutchings career center,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,5,11,2,0,0,0,0,0,80,110,8,8,2,0,97,129,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
willits charter schoolCA,='06CC26799999',CA,CALIFORNIA,06CC267,WILLITS CHARTER,99999,willits charter school,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-9,No,No,Yes,No,5,11,5,5,0,0,0,0,0,0,44,50,5,2,59,68,0,0,7,7,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
wind river high (adult)CA,='063311013376',CA,CALIFORNIA,633110,River Delta Joint Unified,13376,wind river high (adult),No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,2,2,0,0,0,0,0,0,0,0,2,5,2,0,6,7,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,UG-Yes,No,,,,,,,,,,,,,,,,,
winston dowdell academyGA,='130150002703',GA,GEORGIA,1301500,Coweta County,2703,winston dowdell academy,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,2,2,0,0,0,0,0,0,23,5,26,5,2,2,53,14,0,0,10,4,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
woodland adult educationCA,='064308012605',CA,CALIFORNIA,643080,Woodland Joint Unified,12605,woodland adult education,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,No,No,No,No,77,92,2,2,2,2,0,2,5,8,23,32,2,2,111,140,23,29,7,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
yellowstone academy hsMT,='300010501102',MT,MONTANA,3000105,Yellowstone Boys & Girls Ranch,1102,yellowstone academy hs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,0,2,2,2,0,0,0,0,2,0,29,23,0,0,33,27,0,0,22,10,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
york adams academyPA,='422683099999',PA,PENNSYLVANIA,4226830,YORK ADAMS ACADEMY,99999,york adams academy,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,-9,No,No,No,No,8,8,0,0,0,0,0,0,8,8,116,77,0,2,132,95,0,0,-2,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
yreka union high adultCA,='064341013556',CA,CALIFORNIA,643410,Yreka Union High,13556,yreka union high adult,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,-9,No,No,No,No,8,5,8,8,0,0,0,0,0,2,38,29,2,5,56,49,2,2,4,-2,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,No,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Yes,Yes,,,,,,,,,,,,,,,,,
